BIC - Goal,BIC,F1 Score,Accuracy,Precision,Recall,SHD,SLF,TLF
17662.33053356324,33569.04105913879,0.06896551724137932,0.8846153846153846,0.08571428571428572,0.057692307692307696,81,0.057692307692307696,0.15384615384615385
16505.710366647254,32412.420892222806,0.0898876404494382,0.8846153846153846,0.10810810810810811,0.07692307692307693,81,0.07692307692307693,0.19230769230769232
15871.877781269763,31778.588306845315,0.1149425287356322,0.8903133903133903,0.14285714285714285,0.09615384615384616,77,0.09615384615384616,0.21153846153846154
15266.268921999075,31172.979447574628,0.1627906976744186,0.8974358974358975,0.20588235294117646,0.1346153846153846,72,0.1346153846153846,0.2692307692307692
14768.751353218424,30675.461878793976,0.18181818181818185,0.8974358974358975,0.2222222222222222,0.15384615384615385,72,0.15384615384615385,0.28846153846153844
14052.628108398807,29959.33863397436,0.2173913043478261,0.8974358974358975,0.25,0.19230769230769232,72,0.19230769230769232,0.34615384615384615
13807.232615268636,29713.94314084419,0.21978021978021978,0.8988603988603988,0.2564102564102564,0.19230769230769232,71,0.19230769230769232,0.34615384615384615
13479.79766798774,29386.50819356329,0.21978021978021978,0.8988603988603988,0.2564102564102564,0.19230769230769232,71,0.19230769230769232,0.36538461538461536
13434.675111910576,29341.385637486128,0.21978021978021978,0.8988603988603988,0.2564102564102564,0.19230769230769232,71,0.19230769230769232,0.36538461538461536
13165.752775389516,29072.463300965068,0.17391304347826086,0.8917378917378918,0.2,0.15384615384615385,76,0.15384615384615385,0.38461538461538464
13088.781092239038,28995.49161781459,0.17391304347826086,0.8917378917378918,0.2,0.15384615384615385,76,0.15384615384615385,0.38461538461538464
13086.34542871402,28993.05595428957,0.19565217391304346,0.8945868945868946,0.225,0.17307692307692307,74,0.17307692307692307,0.40384615384615385
12798.018666027732,28704.729191603285,0.2298850574712644,0.9045584045584045,0.2857142857142857,0.19230769230769232,67,0.19230769230769232,0.40384615384615385
12775.890577920924,28682.601103496476,0.22471910112359553,0.9017094017094017,0.2702702702702703,0.19230769230769232,69,0.19230769230769232,0.40384615384615385
12621.40837639922,28528.118901974773,0.25,0.905982905982906,0.3055555555555556,0.21153846153846154,66,0.21153846153846154,0.4230769230769231
12611.5398805919,28518.25040616745,0.24444444444444444,0.9031339031339032,0.2894736842105263,0.21153846153846154,68,0.21153846153846154,0.4230769230769231
12593.195813010472,28499.906338586025,0.24444444444444444,0.9031339031339032,0.2894736842105263,0.21153846153846154,68,0.21153846153846154,0.4230769230769231
12559.264089696593,28465.974615272145,0.23913043478260868,0.9002849002849003,0.275,0.21153846153846154,70,0.21153846153846154,0.4230769230769231
12459.87854901057,28366.58907458612,0.26666666666666666,0.905982905982906,0.3157894736842105,0.23076923076923078,66,0.23076923076923078,0.4423076923076923
12441.288443976395,28347.998969551947,0.2696629213483146,0.9074074074074074,0.32432432432432434,0.23076923076923078,65,0.23076923076923078,0.4423076923076923
12437.419506546714,28344.130032122266,0.2696629213483146,0.9074074074074074,0.32432432432432434,0.23076923076923078,65,0.23076923076923078,0.4423076923076923
12425.834504456838,28332.54503003239,0.2888888888888889,0.9088319088319088,0.34210526315789475,0.25,64,0.25,0.46153846153846156
12380.276200487555,28286.986726063107,0.2888888888888889,0.9088319088319088,0.34210526315789475,0.25,64,0.25,0.46153846153846156
12380.276200487555,28286.986726063107,0.2888888888888889,0.9088319088319088,0.34210526315789475,0.25,64,0.25,0.46153846153846156
12365.592168000341,28272.302693575893,0.3111111111111111,0.9116809116809117,0.3684210526315789,0.2692307692307692,62,0.2692307692307692,0.4807692307692308
12365.156816655617,28271.86734223117,0.2888888888888889,0.9088319088319088,0.34210526315789475,0.25,64,0.25,0.46153846153846156
