asia,1000,200,0.1,0.7,100,200,True,True,1.2,2234.9969174036646,0.5255,0.75,1.0
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2262.7259459393713,0.8225,0.375,0.875
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2317.122215410413,0.5795,0.875,1.0
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2290.9143459402508,0.8375,0.75,0.75
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2280.9836671241746,0.7435,0.875,1.0
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2288.5155533192546,0.934,0.375,0.875
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2333.603780257842,0.788,0.75,0.875
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2319.032724422969,0.629,0.75,0.875
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2272.0519410368584,0.8475,0.5,0.875
asia,1000,200,0.1,0.7,100,200,True,True,1.2,2256.336417602191,0.787,0.75,0.875
