insurance,2,0.01,0.01,0.95,0.95,5,0.01,12882.4489402771,265444.91869746865,170177,True,False,265974.7931053112,41.722225,0.5961538461538461,0.8076923076923077
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13034.490910291672,266091.4061200183,170113,True,False,267473.3682610812,47.520450000000004,0.46153846153846156,0.7307692307692307
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13185.127148866653,266367.0065281387,170185,True,False,269037.1670541151,46.90515,0.4807692307692308,0.7692307692307693
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12916.242879390717,265007.79767862015,170117,True,False,266083.90514242044,41.8823,0.40384615384615385,0.7884615384615384
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12906.438372373581,265854.8286607872,170150,True,False,265863.2504404382,43.048175,0.6346153846153846,0.8269230769230769
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13026.189994096756,265740.5258546128,170019,True,False,266423.8675374881,46.8905,0.6153846153846154,0.7884615384615384
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12276.916964292526,266364.5010960638,158486,True,True,266281.4428629386,43.150875,0.5961538461538461,0.7692307692307693
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12811.655690431595,265265.84328659164,170295,True,False,265347.0497989559,41.816500000000005,0.5576923076923077,0.7692307692307693
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12971.598510026932,266661.9381966523,170202,True,False,268353.7782849275,42.497525,0.34615384615384615,0.7115384615384616
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12804.42078256607,266668.7201202469,170031,True,False,268362.8707678614,46.42495,0.4423076923076923,0.7115384615384616
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13087.695053577423,266240.772567266,170275,True,False,267723.89137370593,47.92345,0.5384615384615384,0.8269230769230769
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13124.835136651993,266690.7770659543,170358,True,False,269902.1522004956,46.686375000000005,0.40384615384615385,0.7115384615384616
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12699.500916719437,265363.05353006994,170167,True,False,266209.3647742356,46.52635,0.6153846153846154,0.8461538461538461
insurance,2,0.01,0.01,0.95,0.95,5,0.01,13196.256251811981,266022.9540979123,170191,True,False,268221.30990790465,45.304725000000005,0.5,0.7307692307692307
insurance,2,0.01,0.01,0.95,0.95,5,0.01,12841.900057792664,266343.9027104749,170058,True,False,268732.41277861566,40.891225,0.5192307692307693,0.7692307692307693
insurance,2,0.01,0.01,0.95,0.95,5,0.01,18652.404846429825,265798.7600844786,170297,True,False,267988.3909922862,47.48315,0.4807692307692308,0.75
insurance,2,0.01,0.01,0.95,0.95,5,0.01,18371.598986387253,266319.8559915806,170343,True,False,267754.03809796576,43.856075000000004,0.5192307692307693,0.8076923076923077
insurance,2,0.01,0.01,0.95,0.95,5,0.01,18182.760993480682,266215.00263058586,170319,True,False,267579.7341926162,36.825675000000004,0.4807692307692308,0.7115384615384616
insurance,2,0.01,0.01,0.95,0.95,5,0.01,18710.036472797394,266246.99719269667,170251,True,False,267472.32090430905,41.22385,0.38461538461538464,0.7115384615384616
insurance,2,0.01,0.01,0.95,0.95,5,0.01,17861.247745990753,266366.57793737284,168395,True,True,266207.77202575724,40.535900000000005,0.6923076923076923,0.7692307692307693
