BIC - Goal,BIC,F1 Score,Accuracy,Precision,Recall,SHD,SLF,TLF
82300.95452077879,348515.95715136465,0.10309278350515465,0.8760683760683761,0.1111111111111111,0.09615384615384616,87,0.09615384615384616,0.19230769230769232
74935.60643863241,341150.6090692183,0.12244897959183673,0.8774928774928775,0.13043478260869565,0.11538461538461539,86,0.11538461538461539,0.21153846153846154
70616.52619188232,336831.5288224682,0.14285714285714288,0.8803418803418803,0.15217391304347827,0.1346153846153846,84,0.1346153846153846,0.23076923076923078
54536.12608825351,320751.1287188394,0.1443298969072165,0.8817663817663818,0.15555555555555556,0.1346153846153846,83,0.1346153846153846,0.23076923076923078
52453.067420779436,318668.0700513653,0.17647058823529413,0.8803418803418803,0.18,0.17307692307692307,84,0.17307692307692307,0.2692307692307692
50136.068154533976,316351.07078511984,0.17647058823529413,0.8803418803418803,0.18,0.17307692307692307,84,0.17307692307692307,0.28846153846153844
48194.53864297824,314409.5412735641,0.17142857142857143,0.8760683760683761,0.16981132075471697,0.17307692307692307,87,0.17307692307692307,0.28846153846153844
41937.78528964642,308152.7879202323,0.2653061224489796,0.8974358974358975,0.2826086956521739,0.25,72,0.25,0.34615384615384615
31768.318090357294,297983.32072094316,0.297029702970297,0.8988603988603988,0.30612244897959184,0.28846153846153844,71,0.28846153846153844,0.40384615384615385
29110.47956257651,295325.4821931624,0.29411764705882354,0.8974358974358975,0.3,0.28846153846153844,72,0.28846153846153844,0.4230769230769231
21579.768491917173,287794.77112250304,0.33962264150943394,0.9002849002849003,0.3333333333333333,0.34615384615384615,70,0.34615384615384615,0.5
20290.183359874994,286505.18599046086,0.34285714285714286,0.9017094017094017,0.33962264150943394,0.34615384615384615,69,0.34615384615384615,0.5192307692307693
19086.96539078979,285301.96802137565,0.32380952380952377,0.8988603988603988,0.32075471698113206,0.3269230769230769,71,0.3269230769230769,0.5
17275.815171810915,283490.8178023968,0.3269230769230769,0.9002849002849003,0.3269230769230769,0.3269230769230769,70,0.3269230769230769,0.4807692307692308
16815.323626896658,283030.3262574825,0.3495145631067962,0.9045584045584045,0.35294117647058826,0.34615384615384615,67,0.34615384615384615,0.4807692307692308
16089.611028699263,282304.6136592851,0.3495145631067962,0.9045584045584045,0.35294117647058826,0.34615384615384615,67,0.34615384615384615,0.4807692307692308
15251.078575270949,281466.0812058568,0.35294117647058826,0.905982905982906,0.36,0.34615384615384615,66,0.34615384615384615,0.4807692307692308
13614.34143398574,279829.3440645716,0.3773584905660377,0.905982905982906,0.37037037037037035,0.38461538461538464,66,0.38461538461538464,0.5192307692307693
12819.951332895725,279034.9539634816,0.38095238095238093,0.9074074074074074,0.37735849056603776,0.38461538461538464,65,0.38461538461538464,0.5192307692307693
11579.472217258182,277794.47484784405,0.3653846153846153,0.905982905982906,0.36538461538461536,0.36538461538461536,66,0.36538461538461536,0.5384615384615384
10891.118474377028,277106.1211049629,0.3689320388349514,0.9074074074074074,0.37254901960784315,0.36538461538461536,65,0.36538461538461536,0.5384615384615384
