asia,908.6112966622819,0.1,0.7,100,True,True,1.2,False,12000,213.50614714622498,909.393082402923,0.5375,0.75,0.875
asia,908.6112966622819,0.1,0.7,100,True,True,1.2,True,1900,37.97441005706787,908.611296662282,0.7475,0.75,1.0
