asia,10000,100,0.5,1.0,40,10,0.1,False,False,23299.699542384456,0.5444,0.25,0.5
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22791.98939616175,0.5345500000000001,0.625,0.75
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22912.31799739302,0.5332,0.375,0.5
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22922.182975959648,0.534,0.25,0.375
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22613.5029589687,0.51075,0.625,0.875
asia,10000,100,0.5,1.0,40,10,0.1,False,False,23156.140166668993,0.5367500000000001,0.25,0.375
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22993.81162647463,0.5283,0.125,0.5
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22805.247034223303,0.53605,0.375,0.625
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22564.786030674997,0.5409,0.625,0.875
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22816.266281711083,0.52875,0.375,0.625
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22990.54079297064,0.5528000000000001,0.5,0.625
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22807.719997626842,0.52805,0.5,0.75
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22706.09096716959,0.5154500000000001,0.5,0.75
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22618.09989454386,0.51495,0.625,0.875
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22594.11314572592,0.5392,0.625,0.75
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22706.09096716959,0.5154500000000001,0.5,0.75
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22564.786030674997,0.5409,0.625,0.875
asia,10000,100,0.5,1.0,40,10,0.1,False,False,23507.140241490557,0.5646,0.5,0.5
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22734.661047297297,0.5413,0.625,0.625
asia,10000,100,0.5,1.0,40,10,0.1,False,False,22587.18360678584,0.54145,0.625,0.75
