insurance,2,11.232144594192505,265680.54613752244,67302,True,265520.20376499236,49.581225,0.5576923076923077,0.7692307692307693
insurance,2,10.761642456054688,265770.11880605423,61082,False,267928.43494308816,45.95145,0.5,0.7692307692307693
insurance,2,10.886561393737793,265810.7287203849,61292,False,267197.9994370769,46.7096,0.5,0.7307692307692307
insurance,2,11.846259832382202,266128.13250336435,63320,False,268724.0668518643,47.2424,0.5576923076923077,0.7692307692307693
insurance,2,10.784868001937866,265467.74896054954,63664,True,265321.8831780568,48.954075,0.6346153846153846,0.8076923076923077
insurance,2,12.189164876937866,266240.0605339955,66574,False,267372.3713895445,52.015175,0.46153846153846156,0.7692307692307693
insurance,2,11.614991188049316,265696.33443769044,67114,False,266329.8583096122,49.21,0.5961538461538461,0.8076923076923077
insurance,2,12.293818235397339,266499.2596786612,64232,False,266953.0053134046,48.877950000000006,0.6730769230769231,0.8269230769230769
insurance,2,11.490235090255737,265710.63477806374,64152,False,267117.4352650159,51.77205,0.5384615384615384,0.7884615384615384
insurance,2,10.631606101989746,265385.10166404996,60186,False,265787.63803632034,45.627875,0.5,0.7692307692307693
insurance,2,11.687506914138794,265171.620785563,66102,False,267193.7651059093,51.206275000000005,0.5192307692307693,0.7692307692307693
insurance,2,12.201900243759155,265660.5907680679,69366,False,266127.6569298288,56.5749,0.5961538461538461,0.8269230769230769
insurance,2,11.616591691970825,266295.8181391745,68996,False,266889.0009837904,47.593025000000004,0.5769230769230769,0.7692307692307693
insurance,2,10.920481204986572,266169.7033927629,64874,False,266529.5273392076,52.160125,0.5576923076923077,0.7884615384615384
insurance,2,9.949631214141846,265352.5769138274,57922,False,267619.6110731305,42.8074,0.5961538461538461,0.7692307692307693
insurance,2,11.758721590042114,266098.38865127106,68424,False,266449.6106467344,51.509,0.6538461538461539,0.8461538461538461
insurance,2,11.467758893966675,266050.4553986047,66730,False,267359.1101671022,47.0308,0.5384615384615384,0.7884615384615384
insurance,2,10.80283236503601,266076.7030348871,64468,True,265896.46030134143,46.224050000000005,0.6730769230769231,0.8076923076923077
insurance,2,11.925635576248169,266009.0222030303,68366,False,267770.3950168023,48.247600000000006,0.5192307692307693,0.7692307692307693
insurance,2,11.471980810165405,266640.91181475006,65150,False,267242.86918188183,47.269425000000005,0.5961538461538461,0.8076923076923077
