child,3,305256.49320603046,0.1,0.7,100,True,True,1.2,False,150000,8143.692693948746,307761.2518700436,41.496860000000005,0.68,0.92
child,3,306572.4685506261,0.1,0.7,100,True,True,1.2,False,150000,8002.9628319740295,307880.12432555464,37.38552,0.8,1.0
child,3,306041.1036279191,0.1,0.7,100,True,True,1.2,False,150000,7976.330455541611,306554.2593141755,27.15332,0.68,0.96
child,3,305837.2444301897,0.1,0.7,100,True,True,1.2,False,150000,8168.258798837662,306187.3962108784,22.521420000000003,0.6,1.0
child,3,306398.6080706343,0.1,0.7,100,True,True,1.2,False,150000,7897.0109770298,306713.78982732975,27.508160000000004,0.8,1.0
child,3,305449.98596585356,0.1,0.7,100,True,True,1.2,False,150000,7877.928765296936,305477.7381506445,24.85724,0.84,1.0
child,3,305682.5862945328,0.1,0.7,100,True,True,1.2,False,150000,8246.167119026184,306649.2949832522,24.212580000000003,0.64,1.0
child,3,306271.2751092869,0.1,0.7,100,True,True,1.2,False,150000,7957.109163284302,306613.17406526435,23.481360000000002,0.68,1.0
child,3,306195.4897421338,0.1,0.7,100,True,True,1.2,False,150000,7815.470117330551,306871.09565031115,27.754240000000003,0.76,0.96
child,3,305514.0139483812,0.1,0.7,100,True,True,1.2,False,150000,7919.968136310577,305773.8431798605,25.434900000000003,0.96,1.0
child,3,305468.14721207245,0.1,0.7,100,True,True,1.2,True,14000,748.7358341217041,305468.1472120725,24.885880000000004,0.84,1.0
child,3,306139.7115363169,0.1,0.7,100,True,True,1.2,False,150000,8086.367014169693,307491.6546407411,40.0707,0.84,1.0
child,3,305463.0206070827,0.1,0.7,100,True,True,1.2,False,150000,8305.344792604446,306700.5914003712,33.88392,0.56,1.0
child,3,305744.84068947716,0.1,0.7,100,True,True,1.2,False,150000,8160.400088071823,305946.53830801323,31.104820000000004,0.72,1.0
child,3,306533.5523191155,0.1,0.7,100,True,True,1.2,False,150000,8245.508295536041,307549.85621406103,41.52286,0.72,1.0
child,3,305371.81215002696,0.1,0.7,100,True,True,1.2,True,23800,1274.2005608081818,305371.81215002696,27.19912,0.92,1.0
child,3,307294.4275019162,0.1,0.7,100,True,True,1.2,False,150000,7926.500248432159,307371.0174470024,28.60208,0.84,1.0
child,3,306105.60404815915,0.1,0.7,100,True,True,1.2,False,150000,8109.050903558731,309346.10034179996,37.986900000000006,0.64,0.92
child,3,305823.3423337781,0.1,0.7,100,True,True,1.2,False,150000,8052.906494855881,306266.5723996249,32.949920000000006,0.76,1.0
child,3,305505.5956406494,0.1,0.7,100,True,True,1.2,False,150000,7958.933918714523,306433.39483995823,39.467560000000006,0.8,1.0
